SiteID,Date,Band1_Mean,Band2_Mean,Band3_Mean,Band4_Mean,Band5_Mean,Band6_Mean,Band7_Mean,Band8_Mean,Band9_Mean,Band10_Mean,Band11_Mean,Band12_Mean,Band13_Mean,TP
Agri_Land_TP,10-05-2016,1065.084806,858.9955648,725.4967408,602.5507022,591.1003965,524.2013978,543.8182918,474.3505141,500.9729185,260.7131241,10.4380754,367.871178,278.1623547,0.092
Agri_Land_TP,12-07-2016,1005.278269,732.2215644,563.7082221,363.4936624,417.8352235,356.2806871,359.5699633,319.8467312,297.2576718,192.6415944,8.196047365,180.862992,124.8484823,0.34
Agri_Land_TP,13-09-2016,1019.411576,741.3187782,549.0147252,376.7965447,383.5849978,325.2152646,325.9246975,296.8315352,279.7646158,258.6154687,11.53338679,187.9697478,127.3957574,0.2
Agri_Land_TP,11-07-2017,1028.600424,744.1513496,548.7929544,371.2788062,400.7749327,362.7379923,366.1908995,326.6350811,310.3500775,177.3363777,8.841718992,200.5837886,137.1335725,0.26
Agri_Land_TP,08-08-2017,1001.265665,755.7521068,562.5991656,395.2828536,394.2117647,384.2826867,395.4827701,351.1136421,342.6050897,150.1856487,7.894618273,178.4236128,110.1138924,0.49
Agri_Land_TP,12-09-2017,1083.044671,833.5316733,660.885421,460.2892235,530.7859847,493.1245058,499.2156137,446.9851098,406.5480777,276.2718937,13.96071338,168.3644317,114.9637419,0.29
Agri_Land_TP,10-10-2017,1082.132349,812.9358944,632.8316155,438.9509643,462.858632,411.9042321,412.3341142,369.2945655,347.1947373,226.8285703,12.47712189,165.7996018,108.1595221,0.22
Agri_Land_TP,14-11-2017,1157.112645,892.9928867,668.8739781,493.0813781,443.6908908,354.0169339,343.295732,306.0549952,280.2367024,218.2286336,13.01953498,138.9490392,90.88979722,0.18
Agri_Land_TP,12-12-2017,1476.898298,1186.861568,900.4057877,718.4109818,648.533692,561.2015026,536.6442517,501.8239113,469.7922367,246.3186013,11.25242313,229.5592914,154.6578862,0.12
Agri_Land_TP,13-02-2018,1164.077524,892.6968393,676.507331,501.1445127,500.0062774,413.1785338,403.7097015,381.5946444,347.3809043,270.3646181,16.05939421,193.8420983,144.1469271,0.116
Agri_Land_TP,13-03-2018,1173.566231,947.9539859,805.8386497,624.8982328,661.1829075,488.1753023,474.8958801,454.9026646,395.3574985,253.2874651,12.27050391,224.4019259,154.7594791,0.153
